1S: pen1.png
2S: pen2.png
3S: pen3.png
4S: pen4.png
5S: pen5.png
6S: pen6.png
7S: pen7.png
8S: pen8.png
9S: pen9.png
10S: pen10.png
11S: pen11.png
12S: pen12.png
13S: pen13.png
14S: pen14.png
15S: pen15.png
16S: pen16.png
17S: pen17.png
18S: pen18.png
19S: pen19.png
20S: pen20.png
21S: pen21.png
22S: pen22.png
23S: pen23.png
24S: pen24.png
25S: pen25.png
26S: pen26.png
27S: pen27.png
28S: pen28.png
29S: pen29.png
30S: pen30.png
31S: pen31.png
32S: pen32.png
33S: pen33.png
34S: pen34.png
35S: pen35.png
36S: pen36.png
37S: pen37.png
38S: pen38.png
39S: pen39.png
40S: pen40.png
41S: pen41.png
42S: pen42.png
43S: pen43.png
44S: pen44.png
45S: pen45.png
46S: pen46.png
47S: pen47.png
48S: pen48.png
49S: pen49.png
50S: pen50.png
51S: pen51.png
52S: pen52.png
53S: pen53.png
54S: pen54.png
55S: pen55.png
56S: pen56.png
57S: pen57.png
1C: 1, 2, 3, 4, 5, 6, 7, 8
2C: 1, 9, 10, 11, 12, 13, 14, 15
3C: 1, 16, 17, 18, 19, 20, 21, 22
4C: 1, 23, 24, 25, 26, 27, 28, 29
5C: 1, 30, 31, 32, 33, 34, 35, 36
6C: 1, 37, 38, 39, 40, 41, 42, 43
7C: 1, 44, 45, 46, 47, 48, 49, 50
8C: 1, 51, 52, 53, 54, 55, 56, 57
9C: 2, 9, 12, 15, 18, 21, 24, 27
10C: 2, 10, 13, 16, 19, 22, 25, 28
11C: 2, 11, 14, 17, 20, 23, 26, 29
12C: 2, 12, 15, 18, 21, 24, 27, 30
13C: 2, 13, 16, 19, 22, 25, 28, 31
14C: 2, 14, 17, 20, 23, 26, 29, 32
15C: 2, 15, 18, 21, 24, 27, 30, 33
16C: 3, 9, 13, 17, 21, 25, 29, 33
17C: 3, 10, 14, 18, 22, 26, 30, 34
18C: 3, 11, 15, 19, 23, 27, 31, 35
19C: 3, 12, 16, 20, 24, 28, 32, 36
20C: 3, 13, 17, 21, 25, 29, 33, 37
21C: 3, 14, 18, 22, 26, 30, 34, 38
22C: 3, 15, 19, 23, 27, 31, 35, 39
23C: 4, 9, 14, 19, 24, 29, 34, 39
24C: 4, 10, 15, 20, 25, 30, 35, 40
25C: 4, 11, 16, 21, 26, 31, 36, 41
26C: 4, 12, 17, 22, 27, 32, 37, 42
27C: 4, 13, 18, 23, 28, 33, 38, 43
28C: 4, 14, 19, 24, 29, 34, 39, 44
29C: 4, 15, 20, 25, 30, 35, 40, 45
30C: 5, 9, 15, 21, 27, 33, 39, 45
31C: 5, 10, 16, 22, 28, 34, 40, 46
32C: 5, 11, 17, 23, 29, 35, 41, 47
33C: 5, 12, 18, 24, 30, 36, 42, 48
34C: 5, 13, 19, 25, 31, 37, 43, 49
35C: 5, 14, 20, 26, 32, 38, 44, 50
36C: 5, 15, 21, 27, 33, 39, 45, 51
37C: 6, 9, 16, 23, 30, 37, 44, 51
38C: 6, 10, 17, 24, 31, 38, 45, 52
39C: 6, 11, 18, 25, 32, 39, 46, 53
40C: 6, 12, 19, 26, 33, 40, 47, 54
41C: 6, 13, 20, 27, 34, 41, 48, 55
42C: 6, 14, 21, 28, 35, 42, 49, 56
43C: 6, 15, 22, 29, 36, 43, 50, 57
44C: 7, 9, 17, 25, 33, 41, 49, 57
45C: 7, 10, 18, 26, 34, 42, 50, 51
46C: 7, 11, 19, 27, 35, 43, 44, 52
47C: 7, 12, 20, 28, 36, 37, 45, 53
48C: 7, 13, 21, 29, 30, 38, 46, 54
49C: 7, 14, 22, 23, 31, 39, 47, 55
50C: 7, 15, 16, 24, 32, 40, 48, 56
51C: 8, 9, 18, 27, 36, 38, 47, 56
52C: 8, 10, 19, 28, 30, 39, 48, 57
53C: 8, 11, 20, 29, 31, 40, 49, 51
54C: 8, 12, 21, 23, 32, 41, 50, 52
55C: 8, 13, 22, 24, 33, 42, 44, 53
56C: 8, 14, 16, 25, 34, 43, 45, 54
57C: 8, 15, 17, 26, 35, 37, 46, 55
